      t            dt           Izz           Ixx          Izz-Ixx
2.431261e-01  1.876255e-05  2.468529e+06  2.467576e+06  9.530504e+02 
2.436890e-01  1.876255e-05  2.468529e+06  2.467576e+06  9.530499e+02 
2.442519e-01  1.876255e-05  2.468528e+06  2.467575e+06  9.530494e+02 
2.448148e-01  1.876255e-05  2.468528e+06  2.467574e+06  9.530488e+02 
2.453777e-01  1.876255e-05  2.468527e+06  2.467574e+06  9.530483e+02 
2.459405e-01  1.876255e-05  2.468526e+06  2.467573e+06  9.530478e+02 
2.465034e-01  1.876255e-05  2.468526e+06  2.467573e+06  9.530472e+02 
2.470663e-01  1.876255e-05  2.468525e+06  2.467572e+06  9.530467e+02 
2.476292e-01  1.876255e-05  2.468525e+06  2.467572e+06  9.530462e+02 
2.481920e-01  1.876255e-05  2.468524e+06  2.467571e+06  9.530456e+02 
2.487549e-01  1.876255e-05  2.468523e+06  2.467570e+06  9.530451e+02 
2.493178e-01  1.876255e-05  2.468523e+06  2.467570e+06  9.530445e+02 
2.498807e-01  1.876255e-05  2.468522e+06  2.467569e+06  9.530440e+02 
2.504435e-01  1.876255e-05  2.468522e+06  2.467569e+06  9.530434e+02 
2.510064e-01  1.876255e-05  2.468521e+06  2.467568e+06  9.530429e+02 
2.515693e-01  1.876255e-05  2.468520e+06  2.467567e+06  9.530423e+02 
2.521322e-01  1.876255e-05  2.468520e+06  2.467567e+06  9.530417e+02 
2.526950e-01  1.876255e-05  2.468519e+06  2.467566e+06  9.530412e+02 
2.532579e-01  1.876255e-05  2.468519e+06  2.467566e+06  9.530406e+02 
2.538208e-01  1.876255e-05  2.468518e+06  2.467565e+06  9.530400e+02 
2.543837e-01  1.876255e-05  2.468518e+06  2.467564e+06  9.530395e+02 
2.549466e-01  1.876255e-05  2.468517e+06  2.467564e+06  9.530389e+02 
2.555094e-01  1.876255e-05  2.468516e+06  2.467563e+06  9.530383e+02 
2.560723e-01  1.876255e-05  2.468516e+06  2.467563e+06  9.530377e+02 
2.566352e-01  1.876255e-05  2.468515e+06  2.467562e+06  9.530371e+02 
2.571981e-01  1.876255e-05  2.468515e+06  2.467562e+06  9.530366e+02 
2.577609e-01  1.876255e-05  2.468514e+06  2.467561e+06  9.530360e+02 
2.583238e-01  1.876255e-05  2.468513e+06  2.467560e+06  9.530354e+02 
2.588867e-01  1.876255e-05  2.468513e+06  2.467560e+06  9.530348e+02 
2.594496e-01  1.876255e-05  2.468512e+06  2.467559e+06  9.530342e+02 
2.600124e-01  1.876255e-05  2.468512e+06  2.467559e+06  9.530336e+02 
2.605753e-01  1.876255e-05  2.468511e+06  2.467558e+06  9.530330e+02 
2.611382e-01  1.876255e-05  2.468511e+06  2.467557e+06  9.530324e+02 
2.617011e-01  1.876255e-05  2.468510e+06  2.467557e+06  9.530318e+02 
2.622639e-01  1.876255e-05  2.468509e+06  2.467556e+06  9.530311e+02 
2.628268e-01  1.876255e-05  2.468509e+06  2.467556e+06  9.530305e+02 
2.633897e-01  1.876255e-05  2.468508e+06  2.467555e+06  9.530299e+02 
2.639526e-01  1.876255e-05  2.468508e+06  2.467555e+06  9.530293e+02 
