   Radius        Density      Pressure     
8.700000e+04  1.983607e+15  1.058150e+36
8.800000e+04  1.983338e+15  1.057719e+36
8.900000e+04  1.983065e+15  1.057283e+36
9.000000e+04  1.982790e+15  1.056843e+36
9.100000e+04  1.982512e+15  1.056398e+36
9.200000e+04  1.982230e+15  1.055948e+36
9.300000e+04  1.981946e+15  1.055493e+36
9.400000e+04  1.981658e+15  1.055034e+36
9.500000e+04  1.981367e+15  1.054570e+36
9.600000e+04  1.981074e+15  1.054101e+36
9.700000e+04  1.980777e+15  1.053627e+36
9.800000e+04  1.980477e+15  1.053148e+36
9.900000e+04  1.980174e+15  1.052665e+36
1.000000e+05  1.979868e+15  1.052177e+36
1.010000e+05  1.979559e+15  1.051684e+36
1.020000e+05  1.979247e+15  1.051187e+36
1.030000e+05  1.978931e+15  1.050685e+36
1.040000e+05  1.978613e+15  1.050178e+36
1.050000e+05  1.978292e+15  1.049667e+36
1.060000e+05  1.977967e+15  1.049150e+36
1.070000e+05  1.977640e+15  1.048629e+36
1.080000e+05  1.977309e+15  1.048104e+36
1.090000e+05  1.976976e+15  1.047573e+36
1.100000e+05  1.976639e+15  1.047038e+36
1.110000e+05  1.976300e+15  1.046499e+36
1.120000e+05  1.975957e+15  1.045954e+36
1.130000e+05  1.975611e+15  1.045405e+36
1.140000e+05  1.975262e+15  1.044851e+36
1.150000e+05  1.974910e+15  1.044293e+36
1.160000e+05  1.974555e+15  1.043730e+36
1.170000e+05  1.974197e+15  1.043162e+36
1.180000e+05  1.973836e+15  1.042590e+36
1.190000e+05  1.973472e+15  1.042013e+36
1.200000e+05  1.973105e+15  1.041432e+36
1.210000e+05  1.972735e+15  1.040846e+36
1.220000e+05  1.972361e+15  1.040255e+36
1.230000e+05  1.971985e+15  1.039660e+36
1.240000e+05  1.971606e+15  1.039060e+36
1.250000e+05  1.971223e+15  1.038455e+36
1.260000e+05  1.970838e+15  1.037846e+36
1.270000e+05  1.970449e+15  1.037232e+36
1.280000e+05  1.970058e+15  1.036614e+36
1.290000e+05  1.969663e+15  1.035991e+36
1.300000e+05  1.969265e+15  1.035364e+36
1.310000e+05  1.968864e+15  1.034732e+36
1.320000e+05  1.968461e+15  1.034095e+36
1.330000e+05  1.968054e+15  1.033454e+36
1.340000e+05  1.967644e+15  1.032808e+36
1.350000e+05  1.967231e+15  1.032158e+36
1.360000e+05  1.966815e+15  1.031504e+36
1.370000e+05  1.966396e+15  1.030844e+36
1.380000e+05  1.965974e+15  1.030181e+36
1.390000e+05  1.965549e+15  1.029512e+36
1.400000e+05  1.965120e+15  1.028840e+36
1.410000e+05  1.964689e+15  1.028163e+36
1.420000e+05  1.964255e+15  1.027481e+36
1.430000e+05  1.963818e+15  1.026795e+36
1.440000e+05  1.963377e+15  1.026104e+36
1.450000e+05  1.962934e+15  1.025409e+36
1.460000e+05  1.962487e+15  1.024710e+36
1.470000e+05  1.962038e+15  1.024006e+36
1.480000e+05  1.961585e+15  1.023297e+36
1.490000e+05  1.961130e+15  1.022585e+36
1.500000e+05  1.960671e+15  1.021867e+36
1.510000e+05  1.960209e+15  1.021146e+36
1.520000e+05  1.959745e+15  1.020420e+36
1.530000e+05  1.959277e+15  1.019689e+36
1.540000e+05  1.958806e+15  1.018954e+36
1.550000e+05  1.958332e+15  1.018215e+36
1.560000e+05  1.957856e+15  1.017471e+36
1.570000e+05  1.957376e+15  1.016723e+36
1.580000e+05  1.956893e+15  1.015971e+36
1.590000e+05  1.956407e+15  1.015214e+36
1.600000e+05  1.955918e+15  1.014453e+36
1.610000e+05  1.955426e+15  1.013688e+36
1.620000e+05  1.954931e+15  1.012918e+36
1.630000e+05  1.954433e+15  1.012144e+36
1.640000e+05  1.953932e+15  1.011366e+36
1.650000e+05  1.953427e+15  1.010583e+36
1.660000e+05  1.952920e+15  1.009796e+36
1.670000e+05  1.952410e+15  1.009005e+36
1.680000e+05  1.951897e+15  1.008209e+36
1.690000e+05  1.951380e+15  1.007410e+36
1.700000e+05  1.950861e+15  1.006606e+36
1.710000e+05  1.950339e+15  1.005797e+36
1.720000e+05  1.949813e+15  1.004985e+36
1.730000e+05  1.949285e+15  1.004168e+36
1.740000e+05  1.948753e+15  1.003347e+36
1.750000e+05  1.948219e+15  1.002521e+36
1.760000e+05  1.947682e+15  1.001692e+36
1.770000e+05  1.947141e+15  1.000858e+36
1.780000e+05  1.946598e+15  1.000020e+36
1.790000e+05  1.946051e+15  9.991781e+35
1.800000e+05  1.945501e+15  9.983318e+35
1.810000e+05  1.944949e+15  9.974813e+35
1.820000e+05  1.944393e+15  9.966267e+35
1.830000e+05  1.943834e+15  9.957679e+35
1.840000e+05  1.943273e+15  9.949049e+35
1.850000e+05  1.942708e+15  9.940378e+35
1.860000e+05  1.942140e+15  9.931666e+35
1.870000e+05  1.941570e+15  9.922913e+35
1.880000e+05  1.940996e+15  9.914118e+35
1.890000e+05  1.940419e+15  9.905283e+35
1.900000e+05  1.939839e+15  9.896406e+35
1.910000e+05  1.939256e+15  9.887489e+35
1.920000e+05  1.938671e+15  9.878530e+35
1.930000e+05  1.938082e+15  9.869532e+35
1.940000e+05  1.937490e+15  9.860492e+35
1.950000e+05  1.936895e+15  9.851412e+35
1.960000e+05  1.936297e+15  9.842292e+35
1.970000e+05  1.935696e+15  9.833131e+35
1.980000e+05  1.935092e+15  9.823930e+35
1.990000e+05  1.934485e+15  9.814689e+35
2.000000e+05  1.933875e+15  9.805408e+35
2.010000e+05  1.933262e+15  9.796087e+35
2.020000e+05  1.932646e+15  9.786726e+35
2.030000e+05  1.932027e+15  9.777326e+35
2.040000e+05  1.931405e+15  9.767886e+35
2.050000e+05  1.930780e+15  9.758406e+35
2.060000e+05  1.930152e+15  9.748886e+35
2.070000e+05  1.929521e+15  9.739328e+35
2.080000e+05  1.928887e+15  9.729730e+35
2.090000e+05  1.928250e+15  9.720093e+35
2.100000e+05  1.927610e+15  9.710416e+35
2.110000e+05  1.926967e+15  9.700701e+35
2.120000e+05  1.926321e+15  9.690947e+35
2.130000e+05  1.925672e+15  9.681154e+35
2.140000e+05  1.925020e+15  9.671322e+35
2.150000e+05  1.924365e+15  9.661452e+35
2.160000e+05  1.923707e+15  9.651543e+35
2.170000e+05  1.923045e+15  9.641596e+35
2.180000e+05  1.922381e+15  9.631611e+35
2.190000e+05  1.921714e+15  9.621587e+35
2.200000e+05  1.921044e+15  9.611526e+35
2.210000e+05  1.920371e+15  9.601426e+35
2.220000e+05  1.919695e+15  9.591288e+35
2.230000e+05  1.919016e+15  9.581113e+35
2.240000e+05  1.918334e+15  9.570900e+35
2.250000e+05  1.917649e+15  9.560649e+35
2.260000e+05  1.916961e+15  9.550361e+35
2.270000e+05  1.916269e+15  9.540035e+35
2.280000e+05  1.915575e+15  9.529672e+35
2.290000e+05  1.914878e+15  9.519272e+35
2.300000e+05  1.914178e+15  9.508835e+35
2.310000e+05  1.913475e+15  9.498361e+35
2.320000e+05  1.912769e+15  9.487850e+35
2.330000e+05  1.912060e+15  9.477302e+35
2.340000e+05  1.911348e+15  9.466718e+35
2.350000e+05  1.910633e+15  9.456097e+35
2.360000e+05  1.909915e+15  9.445439e+35
2.370000e+05  1.909194e+15  9.434746e+35
2.380000e+05  1.908470e+15  9.424016e+35
2.390000e+05  1.907743e+15  9.413249e+35
2.400000e+05  1.907013e+15  9.402447e+35
2.410000e+05  1.906279e+15  9.391609e+35
2.420000e+05  1.905543e+15  9.380735e+35
2.430000e+05  1.904804e+15  9.369826e+35
2.440000e+05  1.904063e+15  9.358880e+35
2.450000e+05  1.903318e+15  9.347899e+35
2.460000e+05  1.902570e+15  9.336883e+35
2.470000e+05  1.901819e+15  9.325832e+35
2.480000e+05  1.901065e+15  9.314745e+35
2.490000e+05  1.900308e+15  9.303624e+35
2.500000e+05  1.899548e+15  9.292467e+35
2.510000e+05  1.898785e+15  9.281276e+35
2.520000e+05  1.898019e+15  9.270049e+35
2.530000e+05  1.897250e+15  9.258789e+35
2.540000e+05  1.896478e+15  9.247493e+35
2.550000e+05  1.895704e+15  9.236164e+35
2.560000e+05  1.894926e+15  9.224800e+35
2.570000e+05  1.894145e+15  9.213401e+35
2.580000e+05  1.893361e+15  9.201969e+35
2.590000e+05  1.892575e+15  9.190503e+35
2.600000e+05  1.891785e+15  9.179003e+35
2.610000e+05  1.890992e+15  9.167469e+35
2.620000e+05  1.890196e+15  9.155902e+35
2.630000e+05  1.889398e+15  9.144301e+35
2.640000e+05  1.888596e+15  9.132666e+35
2.650000e+05  1.887792e+15  9.120999e+35
2.660000e+05  1.886984e+15  9.109298e+35
2.670000e+05  1.886173e+15  9.097564e+35
2.680000e+05  1.885360e+15  9.085797e+35
2.690000e+05  1.884543e+15  9.073998e+35
2.700000e+05  1.883724e+15  9.062166e+35
2.710000e+05  1.882901e+15  9.050301e+35
2.720000e+05  1.882076e+15  9.038403e+35
2.730000e+05  1.881248e+15  9.026474e+35
2.740000e+05  1.880416e+15  9.014512e+35
2.750000e+05  1.879582e+15  9.002517e+35
2.760000e+05  1.878744e+15  8.990491e+35
2.770000e+05  1.877904e+15  8.978433e+35
2.780000e+05  1.877061e+15  8.966344e+35
2.790000e+05  1.876215e+15  8.954222e+35
2.800000e+05  1.875365e+15  8.942069e+35
2.810000e+05  1.874513e+15  8.929885e+35
2.820000e+05  1.873658e+15  8.917669e+35
2.830000e+05  1.872800e+15  8.905422e+35
2.840000e+05  1.871939e+15  8.893144e+35
2.850000e+05  1.871075e+15  8.880835e+35
2.860000e+05  1.870208e+15  8.868495e+35
2.870000e+05  1.869338e+15  8.856124e+35
2.880000e+05  1.868465e+15  8.843723e+35
2.890000e+05  1.867589e+15  8.831291e+35
2.900000e+05  1.866710e+15  8.818829e+35
2.910000e+05  1.865828e+15  8.806337e+35
2.920000e+05  1.864943e+15  8.793815e+35
2.930000e+05  1.864056e+15  8.781262e+35
2.940000e+05  1.863165e+15  8.768680e+35
2.950000e+05  1.862271e+15  8.756068e+35
2.960000e+05  1.861375e+15  8.743426e+35
2.970000e+05  1.860475e+15  8.730755e+35
2.980000e+05  1.859572e+15  8.718054e+35
2.990000e+05  1.858667e+15  8.705324e+35
3.000000e+05  1.857758e+15  8.692565e+35
3.010000e+05  1.856847e+15  8.679777e+35
3.020000e+05  1.855932e+15  8.666960e+35
3.030000e+05  1.855015e+15  8.654114e+35
3.040000e+05  1.854095e+15  8.641239e+35
3.050000e+05  1.853171e+15  8.628336e+35
3.060000e+05  1.852245e+15  8.615404e+35
3.070000e+05  1.851316e+15  8.602445e+35
3.080000e+05  1.850384e+15  8.589456e+35
3.090000e+05  1.849449e+15  8.576440e+35
3.100000e+05  1.848510e+15  8.563396e+35
3.110000e+05  1.847569e+15  8.550324e+35
3.120000e+05  1.846625e+15  8.537225e+35
3.130000e+05  1.845678e+15  8.524098e+35
3.140000e+05  1.844729e+15  8.510943e+35
3.150000e+05  1.843776e+15  8.497761e+35
3.160000e+05  1.842820e+15  8.484552e+35
3.170000e+05  1.841861e+15  8.471316e+35
3.180000e+05  1.840899e+15  8.458053e+35
3.190000e+05  1.839935e+15  8.444763e+35
3.200000e+05  1.838967e+15  8.431446e+35
3.210000e+05  1.837996e+15  8.418103e+35
3.220000e+05  1.837023e+15  8.404733e+35
3.230000e+05  1.836046e+15  8.391337e+35
3.240000e+05  1.835067e+15  8.377915e+35
3.250000e+05  1.834084e+15  8.364467e+35
3.260000e+05  1.833099e+15  8.350992e+35
3.270000e+05  1.832111e+15  8.337492e+35
3.280000e+05  1.831119e+15  8.323967e+35
3.290000e+05  1.830125e+15  8.310415e+35
3.300000e+05  1.829128e+15  8.296839e+35
3.310000e+05  1.828128e+15  8.283236e+35
3.320000e+05  1.827125e+15  8.269609e+35
3.330000e+05  1.826119e+15  8.255957e+35
3.340000e+05  1.825110e+15  8.242280e+35
3.350000e+05  1.824098e+15  8.228578e+35
3.360000e+05  1.823083e+15  8.214851e+35
3.370000e+05  1.822065e+15  8.201100e+35
3.380000e+05  1.821045e+15  8.187324e+35
3.390000e+05  1.820021e+15  8.173524e+35
3.400000e+05  1.818994e+15  8.159700e+35
3.410000e+05  1.817965e+15  8.145852e+35
3.420000e+05  1.816932e+15  8.131979e+35
3.430000e+05  1.815896e+15  8.118084e+35
3.440000e+05  1.814858e+15  8.104164e+35
3.450000e+05  1.813817e+15  8.090221e+35
3.460000e+05  1.812772e+15  8.076255e+35
3.470000e+05  1.811725e+15  8.062265e+35
3.480000e+05  1.810675e+15  8.048252e+35
3.490000e+05  1.809621e+15  8.034216e+35
3.500000e+05  1.808565e+15  8.020157e+35
3.510000e+05  1.807506e+15  8.006076e+35
3.520000e+05  1.806444e+15  7.991972e+35
3.530000e+05  1.805379e+15  7.977845e+35
3.540000e+05  1.804311e+15  7.963696e+35
3.550000e+05  1.803240e+15  7.949525e+35
3.560000e+05  1.802167e+15  7.935332e+35
3.570000e+05  1.801090e+15  7.921116e+35
3.580000e+05  1.800010e+15  7.906879e+35
3.590000e+05  1.798927e+15  7.892620e+35
3.600000e+05  1.797842e+15  7.878340e+35
3.610000e+05  1.796753e+15  7.864038e+35
3.620000e+05  1.795662e+15  7.849715e+35
3.630000e+05  1.794567e+15  7.835371e+35
3.640000e+05  1.793470e+15  7.821005e+35
3.650000e+05  1.792370e+15  7.806619e+35
3.660000e+05  1.791266e+15  7.792212e+35
3.670000e+05  1.790160e+15  7.777784e+35
3.680000e+05  1.789051e+15  7.763336e+35
3.690000e+05  1.787939e+15  7.748867e+35
3.700000e+05  1.786824e+15  7.734378e+35
3.710000e+05  1.785706e+15  7.719869e+35
3.720000e+05  1.784585e+15  7.705340e+35
3.730000e+05  1.783461e+15  7.690791e+35
3.740000e+05  1.782334e+15  7.676222e+35
3.750000e+05  1.781204e+15  7.661634e+35
3.760000e+05  1.780071e+15  7.647026e+35
3.770000e+05  1.778936e+15  7.632399e+35
3.780000e+05  1.777797e+15  7.617752e+35
3.790000e+05  1.776655e+15  7.603087e+35
3.800000e+05  1.775511e+15  7.588402e+35
3.810000e+05  1.774363e+15  7.573699e+35
3.820000e+05  1.773213e+15  7.558977e+35
3.830000e+05  1.772060e+15  7.544237e+35
3.840000e+05  1.770903e+15  7.529478e+35
3.850000e+05  1.769744e+15  7.514701e+35
3.860000e+05  1.768582e+15  7.499905e+35
3.870000e+05  1.767417e+15  7.485092e+35
3.880000e+05  1.766249e+15  7.470261e+35
3.890000e+05  1.765078e+15  7.455412e+35
3.900000e+05  1.763904e+15  7.440545e+35
3.910000e+05  1.762727e+15  7.425661e+35
3.920000e+05  1.761547e+15  7.410760e+35
3.930000e+05  1.760364e+15  7.395841e+35
3.940000e+05  1.759178e+15  7.380905e+35
3.950000e+05  1.757989e+15  7.365952e+35
3.960000e+05  1.756798e+15  7.350983e+35
3.970000e+05  1.755603e+15  7.335997e+35
3.980000e+05  1.754405e+15  7.320994e+35
3.990000e+05  1.753205e+15  7.305975e+35
4.000000e+05  1.752001e+15  7.290939e+35
4.010000e+05  1.750795e+15  7.275887e+35
4.020000e+05  1.749585e+15  7.260820e+35
4.030000e+05  1.748373e+15  7.245736e+35
4.040000e+05  1.747158e+15  7.230637e+35
4.050000e+05  1.745939e+15  7.215522e+35
4.060000e+05  1.744718e+15  7.200392e+35
4.070000e+05  1.743494e+15  7.185246e+35
4.080000e+05  1.742267e+15  7.170085e+35
4.090000e+05  1.741037e+15  7.154909e+35
4.100000e+05  1.739804e+15  7.139718e+35
4.110000e+05  1.738568e+15  7.124512e+35
4.120000e+05  1.737329e+15  7.109291e+35
4.130000e+05  1.736087e+15  7.094056e+35
4.140000e+05  1.734842e+15  7.078807e+35
4.150000e+05  1.733594e+15  7.063543e+35
4.160000e+05  1.732343e+15  7.048265e+35
4.170000e+05  1.731090e+15  7.032973e+35
4.180000e+05  1.729833e+15  7.017668e+35
4.190000e+05  1.728573e+15  7.002348e+35
4.200000e+05  1.727311e+15  6.987015e+35
4.210000e+05  1.726045e+15  6.971668e+35
4.220000e+05  1.724777e+15  6.956308e+35
4.230000e+05  1.723505e+15  6.940935e+35
4.240000e+05  1.722231e+15  6.925549e+35
4.250000e+05  1.720953e+15  6.910150e+35
4.260000e+05  1.719673e+15  6.894738e+35
4.270000e+05  1.718389e+15  6.879314e+35
4.280000e+05  1.717103e+15  6.863876e+35
4.290000e+05  1.715814e+15  6.848427e+35
4.300000e+05  1.714522e+15  6.832965e+35
4.310000e+05  1.713226e+15  6.817491e+35
4.320000e+05  1.711928e+15  6.802005e+35
4.330000e+05  1.710627e+15  6.786508e+35
4.340000e+05  1.709323e+15  6.770998e+35
4.350000e+05  1.708016e+15  6.755477e+35
4.360000e+05  1.706706e+15  6.739945e+35
4.370000e+05  1.705393e+15  6.724401e+35
4.380000e+05  1.704077e+15  6.708846e+35
4.390000e+05  1.702758e+15  6.693280e+35
4.400000e+05  1.701436e+15  6.677703e+35
4.410000e+05  1.700111e+15  6.662115e+35
4.420000e+05  1.698783e+15  6.646517e+35
4.430000e+05  1.697452e+15  6.630908e+35
4.440000e+05  1.696118e+15  6.615289e+35
4.450000e+05  1.694782e+15  6.599659e+35
4.460000e+05  1.693442e+15  6.584020e+35
4.470000e+05  1.692099e+15  6.568370e+35
4.480000e+05  1.690753e+15  6.552711e+35
4.490000e+05  1.689405e+15  6.537041e+35
4.500000e+05  1.688053e+15  6.521363e+35
4.510000e+05  1.686698e+15  6.505675e+35
4.520000e+05  1.685340e+15  6.489977e+35
4.530000e+05  1.683980e+15  6.474271e+35
4.540000e+05  1.682616e+15  6.458555e+35
4.550000e+05  1.681249e+15  6.442831e+35
4.560000e+05  1.679880e+15  6.427098e+35
4.570000e+05  1.678507e+15  6.411356e+35
4.580000e+05  1.677132e+15  6.395605e+35
4.590000e+05  1.675753e+15  6.379847e+35
4.600000e+05  1.674371e+15  6.364080e+35
4.610000e+05  1.672987e+15  6.348305e+35
4.620000e+05  1.671599e+15  6.332522e+35
4.630000e+05  1.670209e+15  6.316731e+35
4.640000e+05  1.668815e+15  6.300933e+35
4.650000e+05  1.667418e+15  6.285127e+35
4.660000e+05  1.666019e+15  6.269313e+35
4.670000e+05  1.664616e+15  6.253493e+35
4.680000e+05  1.663211e+15  6.237665e+35
4.690000e+05  1.661802e+15  6.221830e+35
4.700000e+05  1.660390e+15  6.205989e+35
4.710000e+05  1.658976e+15  6.190140e+35
4.720000e+05  1.657558e+15  6.174285e+35
4.730000e+05  1.656138e+15  6.158424e+35
4.740000e+05  1.654714e+15  6.142556e+35
4.750000e+05  1.653287e+15  6.126682e+35
4.760000e+05  1.651858e+15  6.110802e+35
4.770000e+05  1.650425e+15  6.094916e+35
4.780000e+05  1.648989e+15  6.079024e+35
4.790000e+05  1.647551e+15  6.063127e+35
4.800000e+05  1.646109e+15  6.047224e+35
4.810000e+05  1.644664e+15  6.031316e+35
4.820000e+05  1.643217e+15  6.015402e+35
4.830000e+05  1.641766e+15  5.999483e+35
4.840000e+05  1.640312e+15  5.983559e+35
4.850000e+05  1.638855e+15  5.967631e+35
4.860000e+05  1.637395e+15  5.951698e+35
4.870000e+05  1.635932e+15  5.935760e+35
4.880000e+05  1.634466e+15  5.919817e+35
4.890000e+05  1.632997e+15  5.903871e+35
4.900000e+05  1.631526e+15  5.887920e+35
4.910000e+05  1.630050e+15  5.871965e+35
4.920000e+05  1.628572e+15  5.856006e+35
4.930000e+05  1.627091e+15  5.840044e+35
4.940000e+05  1.625607e+15  5.824077e+35
4.950000e+05  1.624120e+15  5.808108e+35
4.960000e+05  1.622630e+15  5.792134e+35
4.970000e+05  1.621137e+15  5.776158e+35
4.980000e+05  1.619640e+15  5.760178e+35
4.990000e+05  1.618141e+15  5.744196e+35
5.000000e+05  1.616638e+15  5.728211e+35
5.010000e+05  1.615133e+15  5.712223e+35
5.020000e+05  1.613624e+15  5.696232e+35
5.030000e+05  1.612113e+15  5.680239e+35
5.040000e+05  1.610598e+15  5.664243e+35
5.050000e+05  1.609080e+15  5.648246e+35
5.060000e+05  1.607560e+15  5.632246e+35
5.070000e+05  1.606036e+15  5.616245e+35
5.080000e+05  1.604509e+15  5.600241e+35
5.090000e+05  1.602979e+15  5.584236e+35
5.100000e+05  1.601446e+15  5.568230e+35
5.110000e+05  1.599910e+15  5.552222e+35
5.120000e+05  1.598371e+15  5.536213e+35
5.130000e+05  1.596828e+15  5.520202e+35
5.140000e+05  1.595283e+15  5.504191e+35
5.150000e+05  1.593735e+15  5.488179e+35
5.160000e+05  1.592183e+15  5.472166e+35
5.170000e+05  1.590628e+15  5.456153e+35
5.180000e+05  1.589071e+15  5.440139e+35
5.190000e+05  1.587510e+15  5.424125e+35
5.200000e+05  1.585946e+15  5.408111e+35
5.210000e+05  1.584379e+15  5.392096e+35
5.220000e+05  1.582809e+15  5.376082e+35
5.230000e+05  1.581236e+15  5.360068e+35
5.240000e+05  1.579660e+15  5.344054e+35
5.250000e+05  1.578080e+15  5.328040e+35
5.260000e+05  1.576498e+15  5.312028e+35
5.270000e+05  1.574912e+15  5.296016e+35
5.280000e+05  1.573323e+15  5.280005e+35
5.290000e+05  1.571732e+15  5.263994e+35
5.300000e+05  1.570137e+15  5.247985e+35
5.310000e+05  1.568539e+15  5.231978e+35
5.320000e+05  1.566937e+15  5.215971e+35
5.330000e+05  1.565333e+15  5.199967e+35
5.340000e+05  1.563726e+15  5.183963e+35
5.350000e+05  1.562115e+15  5.167962e+35
5.360000e+05  1.560501e+15  5.151963e+35
5.370000e+05  1.558884e+15  5.135965e+35
5.380000e+05  1.557264e+15  5.119970e+35
5.390000e+05  1.555641e+15  5.103977e+35
5.400000e+05  1.554015e+15  5.087987e+35
5.410000e+05  1.552386e+15  5.071999e+35
5.420000e+05  1.550753e+15  5.056014e+35
5.430000e+05  1.549117e+15  5.040031e+35
5.440000e+05  1.547478e+15  5.024052e+35
5.450000e+05  1.545836e+15  5.008076e+35
5.460000e+05  1.544191e+15  4.992103e+35
5.470000e+05  1.542543e+15  4.976133e+35
5.480000e+05  1.540891e+15  4.960167e+35
5.490000e+05  1.539237e+15  4.944204e+35
5.500000e+05  1.537579e+15  4.928245e+35
5.510000e+05  1.535918e+15  4.912290e+35
5.520000e+05  1.534253e+15  4.896340e+35
5.530000e+05  1.532586e+15  4.880393e+35
5.540000e+05  1.530915e+15  4.864450e+35
5.550000e+05  1.529241e+15  4.848512e+35
5.560000e+05  1.527564e+15  4.832579e+35
5.570000e+05  1.525884e+15  4.816650e+35
5.580000e+05  1.524201e+15  4.800726e+35
5.590000e+05  1.522514e+15  4.784807e+35
5.600000e+05  1.520824e+15  4.768893e+35
5.610000e+05  1.519131e+15  4.752984e+35
5.620000e+05  1.517435e+15  4.737080e+35
5.630000e+05  1.515736e+15  4.721182e+35
5.640000e+05  1.514033e+15  4.705289e+35
5.650000e+05  1.512327e+15  4.689403e+35
5.660000e+05  1.510618e+15  4.673521e+35
5.670000e+05  1.508906e+15  4.657646e+35
5.680000e+05  1.507190e+15  4.641777e+35
5.690000e+05  1.505471e+15  4.625915e+35
5.700000e+05  1.503749e+15  4.610058e+35
5.710000e+05  1.502024e+15  4.594208e+35
5.720000e+05  1.500295e+15  4.578365e+35
5.730000e+05  1.498563e+15  4.562528e+35
5.740000e+05  1.496828e+15  4.546699e+35
5.750000e+05  1.495090e+15  4.530876e+35
5.760000e+05  1.493348e+15  4.515060e+35
5.770000e+05  1.491603e+15  4.499252e+35
5.780000e+05  1.489855e+15  4.483451e+35
5.790000e+05  1.488104e+15  4.467657e+35
5.800000e+05  1.486349e+15  4.451872e+35
5.810000e+05  1.484591e+15  4.436093e+35
5.820000e+05  1.482830e+15  4.420323e+35
5.830000e+05  1.481065e+15  4.404561e+35
