t,Ixx,Ixy,Ixz,Iyx,Iyy,Iyz,Izx,Izy,Izz
0.170,    7.323132084095537e+44,    3.660488257272187e+35,   -3.971022271790873e+35,    3.660488257272187e+35,    7.323132271437372e+44,    3.284673901397485e+35,   -3.971022271790873e+35,    3.284673901397485e+35,    7.291400196235744e+44
0.180,    7.331771144067939e+44,    4.137767833305020e+35,   -3.890523974971235e+35,    4.137767833305020e+35,    7.331771332509732e+44,    4.122105666049656e+35,   -3.890523974971235e+35,    4.122105666049656e+35,    7.298151781867899e+44
0.190,    7.340970859071309e+44,    4.020299939192029e+35,   -4.299530924501320e+35,    4.020299939192029e+35,    7.340971048348848e+44,    3.974640179408833e+35,   -4.299530924501320e+35,    3.974640179408833e+35,    7.305390458659889e+44
0.200,    7.350640882391578e+44,    3.886722011212966e+35,   -4.083089148887751e+35,    3.886722011212966e+35,    7.350641071040197e+44,    3.848639184934934e+35,   -4.083089148887751e+35,    3.848639184934934e+35,    7.313048439983922e+44
0.210,    7.360673253233299e+44,    4.197690153078256e+35,   -4.474109413543108e+35,    4.197690153078256e+35,    7.360673441290427e+44,    3.877008899501060e+35,   -4.474109413543108e+35,    3.877008899501060e+35,    7.321041976619363e+44
0.220,    7.371240223179588e+44,    3.726857431021709e+35,   -4.468095199238192e+35,    3.726857431021709e+35,    7.371240412143075e+44,    3.879808948337510e+35,   -4.468095199238192e+35,    3.879808948337510e+35,    7.329510424436766e+44
0.230,    7.382236787671021e+44,    4.239597570322981e+35,   -4.251417529700602e+35,    4.239597570322981e+35,    7.382236975893497e+44,    4.272473425316728e+35,   -4.251417529700602e+35,    4.272473425316728e+35,    7.338372009656296e+44
0.240,    7.393541543494479e+44,    4.191358561143722e+35,   -4.063088795614950e+35,    4.191358561143722e+35,    7.393541731904435e+44,    4.445543055443877e+35,   -4.063088795614950e+35,    4.445543055443877e+35,    7.347529585444340e+44
0.250,    7.405348227565699e+44,    4.325354770553069e+35,   -4.450803379287774e+35,    4.325354770553069e+35,    7.405348415662403e+44,    4.439825602480759e+35,   -4.450803379287774e+35,    4.439825602480759e+35,    7.357140891486123e+44
0.260,    7.417537243012850e+44,    4.520873990584603e+35,   -4.361628743070397e+35,    4.520873990584603e+35,    7.417537431514400e+44,    4.122954773264039e+35,   -4.361628743070397e+35,    4.122954773264039e+35,    7.367109429266661e+44
0.270,    7.429974277285993e+44,    4.716586033834292e+35,   -4.297259568978238e+35,    4.716586033834292e+35,    7.429974465316949e+44,    4.855834589975053e+35,   -4.297259568978238e+35,    4.855834589975053e+35,    7.377324285267672e+44
0.280,    7.442871135746400e+44,    4.557800946210423e+35,   -5.009139069651463e+35,    4.557800946210423e+35,    7.442871323136886e+44,    4.513729985124556e+35,   -5.009139069651463e+35,    4.513729985124556e+35,    7.387958150960723e+44
0.290,    7.456094438833380e+44,    4.802939542302480e+35,   -5.005823153411917e+35,    4.802939542302480e+35,    7.456094626059874e+44,    4.889796132814127e+35,   -5.005823153411917e+35,    4.889796132814127e+35,    7.398899402479238e+44
0.300,    7.469497338279502e+44,    4.398550904037127e+35,   -5.181247364377766e+35,    4.398550904037127e+35,    7.469497525574007e+44,    4.377016315069602e+35,   -5.181247364377766e+35,    4.377016315069602e+35,    7.410022776668995e+44
0.310,    7.483305129759192e+44,    4.625360270749705e+35,   -5.087143428155287e+35,    4.625360270749705e+35,    7.483305316476925e+44,    5.366903056236087e+35,   -5.087143428155287e+35,    5.366903056236087e+35,    7.421510719638063e+44
0.320,    7.497369885924882e+44,    4.318445445103674e+35,   -5.095886030021742e+35,    4.318445445103674e+35,    7.497370072256227e+44,    4.895133883927861e+35,   -5.095886030021742e+35,    4.895133883927861e+35,    7.433234366715820e+44
0.330,    7.511531650556980e+44,    4.904850328661291e+35,   -5.024353199214929e+35,    4.904850328661291e+35,    7.511531836216950e+44,    5.386561206297647e+35,   -5.024353199214929e+35,    5.386561206297647e+35,    7.445052166695250e+44
0.340,    7.526021895869019e+44,    4.874011931929794e+35,   -6.104161516454660e+35,    4.874011931929794e+35,    7.526022080904458e+44,    5.314556907125114e+35,   -6.104161516454660e+35,    5.314556907125114e+35,    7.457146793939055e+44
0.350,    7.540675184737634e+44,    5.086144219565633e+35,   -6.015622196486594e+35,    5.086144219565633e+35,    7.540675369023650e+44,    6.219901567980285e+35,   -6.015622196486594e+35,    6.219901567980285e+35,    7.469366631805834e+44
0.360,    7.555451459717323e+44,    5.462464224922895e+35,   -6.742258020054805e+35,    5.462464224922895e+35,    7.555451642918378e+44,    6.094415714290758e+35,   -6.742258020054805e+35,    6.094415714290758e+35,    7.481660724929861e+44
0.370,    7.570168067577721e+44,    5.624728711602416e+35,   -6.768137250506338e+35,    5.624728711602416e+35,    7.570168249037183e+44,    6.260858213797700e+35,   -6.768137250506338e+35,    6.260858213797700e+35,    7.493855323358366e+44
0.380,    7.585043871180574e+44,    5.858620538728354e+35,   -6.604717902648622e+35,    5.858620538728354e+35,    7.585044051202805e+44,    6.381323020623794e+35,   -6.604717902648622e+35,    6.381323020623794e+35,    7.506103012253043e+44
0.390,    7.599878856910035e+44,    6.415995029281123e+35,   -7.199099679467566e+35,    6.415995029281123e+35,    7.599879035377138e+44,    7.184240698469932e+35,   -7.199099679467566e+35,    7.184240698469932e+35,    7.518200822521421e+44
0.400,    7.614462638541802e+44,    6.154981955319032e+35,   -8.045573626320282e+35,    6.154981955319032e+35,    7.614462815413915e+44,    7.420890163080712e+35,   -8.045573626320282e+35,    7.420890163080712e+35,    7.529931844098092e+44
0.410,    7.628975168246484e+44,    7.032152890473127e+35,   -8.487889740209293e+35,    7.032152890473127e+35,    7.628975343201185e+44,    8.135184210965494e+35,   -8.487889740209293e+35,    8.135184210965494e+35,    7.541380606498692e+44
0.420,    7.643173112383559e+44,    7.207756728321742e+35,   -8.925052948177649e+35,    7.207756728321742e+35,    7.643173284394428e+44,    8.109185900492527e+35,   -8.925052948177649e+35,    8.109185900492527e+35,    7.552276012224735e+44
0.430,    7.656882741182365e+44,    7.920570270141936e+35,   -9.439946719180034e+35,    7.920570270141936e+35,    7.656882910106397e+44,    9.070753540325212e+35,   -9.439946719180034e+35,    9.070753540325212e+35,    7.562389392412179e+44
0.440,    7.669966646537304e+44,    7.687937904704893e+35,   -1.046702229332545e+36,    7.687937904704893e+35,    7.669966812929697e+44,    9.664096511589724e+35,   -1.046702229332545e+36,    9.664096511589724e+35,    7.571504644850198e+44
0.450,    7.682305032016880e+44,    8.222868547752245e+35,   -1.048690572387408e+36,    8.222868547752245e+35,    7.682305195380753e+44,    9.790252690293940e+35,   -1.048690572387408e+36,    9.790252690293940e+35,    7.579411023327564e+44
0.460,    7.693766584464158e+44,    9.316469086125538e+35,   -1.134618492826681e+36,    9.316469086125538e+35,    7.693766744437550e+44,    1.042404143964466e+36,   -1.134618492826681e+36,    1.042404143964466e+36,    7.585879194787326e+44
0.470,    7.704151601501627e+44,    9.779349179904627e+35,   -1.144978765778521e+36,    9.779349179904627e+35,    7.704151758649418e+44,    1.115028096025431e+36,   -1.144978765778521e+36,    1.115028096025431e+36,    7.590647494459066e+44
0.480,    7.713269101263947e+44,    9.685119377484994e+35,   -1.265515766814342e+36,    9.685119377484994e+35,    7.713269256000589e+44,    1.147256448662804e+36,   -1.265515766814342e+36,    1.147256448662804e+36,    7.593509286685577e+44
0.490,    7.721048413172883e+44,    1.109116773555323e+36,   -1.341583571351895e+36,    1.109116773555323e+36,    7.721048566849009e+44,    1.213303271280244e+36,   -1.341583571351895e+36,    1.213303271280244e+36,    7.594367139857001e+44
0.500,    7.727453337875486e+44,    1.107335520471751e+36,   -1.386652392603087e+36,    1.107335520471751e+36,    7.727453489124900e+44,    1.246732014447043e+36,   -1.386652392603087e+36,    1.246732014447043e+36,    7.593181081774929e+44
0.510,    7.732441689802771e+44,    1.191303688064707e+36,   -1.447965247530734e+36,    1.191303688064707e+36,    7.732441840834105e+44,    1.160704865952974e+36,   -1.447965247530734e+36,    1.160704865952974e+36,    7.589992036192221e+44
0.520,    7.736051113166958e+44,    1.173730351658589e+36,   -1.453489523273053e+36,    1.173730351658589e+36,    7.736051262905523e+44,    1.205226709201357e+36,   -1.453489523273053e+36,    1.205226709201357e+36,    7.584899143620457e+44
0.530,    7.738334780892685e+44,    1.239282016249590e+36,   -1.457132759572647e+36,    1.239282016249590e+36,    7.738334930330259e+44,    1.199805584663045e+36,   -1.457132759572647e+36,    1.199805584663045e+36,    7.578054094967649e+44
0.540,    7.739371231688198e+44,    1.290550569469320e+36,   -1.487475030693962e+36,    1.290550569469320e+36,    7.739371381168134e+44,    1.154930579208356e+36,   -1.487475030693962e+36,    1.154930579208356e+36,    7.569663298300990e+44
0.550,    7.739249170721944e+44,    1.312966135914375e+36,   -1.495931429627742e+36,    1.312966135914375e+36,    7.739249321650186e+44,    1.227621753881009e+36,   -1.495931429627742e+36,    1.227621753881009e+36,    7.559878199246652e+44
0.560,    7.738060633156152e+44,    1.303219887773425e+36,   -1.521768989151027e+36,    1.303219887773425e+36,    7.738060784746128e+44,    1.154514912353585e+36,   -1.521768989151027e+36,    1.154514912353585e+36,    7.548908156771028e+44
0.570,    7.735910314192251e+44,    1.403527210956856e+36,   -1.474013415481612e+36,    1.403527210956856e+36,    7.735910467375689e+44,    1.097121195129892e+36,   -1.474013415481612e+36,    1.097121195129892e+36,    7.536930809449993e+44
0.580,    7.732916359993671e+44,    1.392580131882090e+36,   -1.448006873998857e+36,    1.392580131882090e+36,    7.732916513581701e+44,    1.111012117292496e+36,   -1.448006873998857e+36,    1.111012117292496e+36,    7.524185828068229e+44
0.590,    7.729179935163833e+44,    1.386416270185268e+36,   -1.454885453426369e+36,    1.386416270185268e+36,    7.729180089443533e+44,    1.159954736341161e+36,   -1.454885453426369e+36,    1.159954736341161e+36,    7.510827194686444e+44
0.600,    7.724815937233700e+44,    1.345875641204592e+36,   -1.434699023298370e+36,    1.345875641204592e+36,    7.724816091844603e+44,    1.151054044083801e+36,   -1.434699023298370e+36,    1.151054044083801e+36,    7.497068668644698e+44
0.610,    7.719880852449108e+44,    1.376516121341011e+36,   -1.392522075909962e+36,    1.376516121341011e+36,    7.719881008306745e+44,    1.088357332189972e+36,   -1.392522075909962e+36,    1.088357332189972e+36,    7.482953189831381e+44
0.620,    7.714463428549527e+44,    1.362414461300563e+36,   -1.401024836099183e+36,    1.362414461300563e+36,    7.714463585377748e+44,    1.102301150220806e+36,   -1.401024836099183e+36,    1.102301150220806e+36,    7.468660087267423e+44
0.630,    7.708623025259912e+44,    1.280836908454635e+36,   -1.376114391346990e+36,    1.280836908454635e+36,    7.708623182899078e+44,    1.109268890300612e+36,   -1.376114391346990e+36,    1.109268890300612e+36,    7.454312386939980e+44
0.640,    7.702423274281942e+44,    1.270537814901279e+36,   -1.403712625649648e+36,    1.270537814901279e+36,    7.702423432951670e+44,    1.049196236812264e+36,   -1.403712625649648e+36,    1.049196236812264e+36,    7.439994007735625e+44
0.650,    7.695903563832764e+44,    1.251105700015623e+36,   -1.388657335400591e+36,    1.251105700015623e+36,    7.695903723332209e+44,    1.081891761854012e+36,   -1.388657335400591e+36,    1.081891761854012e+36,    7.425741423432360e+44
0.660,    7.689130647705509e+44,    1.240893941538550e+36,   -1.375307500911327e+36,    1.240893941538550e+36,    7.689130807391371e+44,    1.037010237580153e+36,   -1.375307500911327e+36,    1.037010237580153e+36,    7.411661197356176e+44
0.670,    7.682148198437265e+44,    1.221469561403015e+36,   -1.329389976844816e+36,    1.221469561403015e+36,    7.682148359222174e+44,    1.005006153240040e+36,   -1.329389976844816e+36,    1.005006153240040e+36,    7.397813736996245e+44
0.680,    7.674973487035155e+44,    1.190654911258015e+36,   -1.318783989101005e+36,    1.190654911258015e+36,    7.674973647786214e+44,    9.558075848006558e+35,   -1.318783989101005e+36,    9.558075848006558e+35,    7.384215739704280e+44
0.690,    7.667617411701396e+44,    1.187050236499295e+36,   -1.275118879157095e+36,    1.187050236499295e+36,    7.667617573940784e+44,    9.975926860462619e+35,   -1.275118879157095e+36,    9.975926860462619e+35,    7.370880884827696e+44
0.700,    7.660118220780038e+44,    1.254902895658793e+36,   -1.317629427962926e+36,    1.254902895658793e+36,    7.660118383137610e+44,    9.228678674282888e+35,   -1.317629427962926e+36,    9.228678674282888e+35,    7.357890946498633e+44
0.710,    7.652456244140362e+44,    1.146885284098191e+36,   -1.269852701148466e+36,    1.146885284098191e+36,    7.652456405472138e+44,    8.766808918856140e+35,   -1.269852701148466e+36,    8.766808918856140e+35,    7.345245437547283e+44
0.717,    7.646988518109294e+44,    1.160364057636543e+36,   -1.254636613042405e+36,    1.160364057636543e+36,    7.646988681145313e+44,    8.808218944012619e+35,   -1.254636613042405e+36,    8.808218944012619e+35,    7.336585189165772e+44
0.720,    7.644637858115917e+44,    1.207212785147536e+36,   -1.279775785963745e+36,    1.207212785147536e+36,    7.644638020530138e+44,    8.395478865724943e+35,   -1.279775785963745e+36,    8.395478865724943e+35,    7.332951383162316e+44
0.730,    7.636641123923592e+44,    1.106167471942986e+36,   -1.214523845046480e+36,    1.106167471942986e+36,    7.636641286508365e+44,    8.483971671322895e+35,   -1.214523845046480e+36,    8.483971671322895e+35,    7.320978733577947e+44
0.740,    7.628530445940805e+44,    1.061189432008477e+36,   -1.233113819721329e+36,    1.061189432008477e+36,    7.628530608856120e+44,    7.475193990819838e+35,   -1.233113819721329e+36,    7.475193990819838e+35,    7.309436196857456e+44
0.750,    7.620217702742649e+44,    1.128256633131331e+36,   -1.228850373925637e+36,    1.128256633131331e+36,    7.620217865634734e+44,    7.024154432834075e+35,   -1.228850373925637e+36,    7.024154432834075e+35,    7.298217975582525e+44
0.760,    7.611729167667357e+44,    1.072708451794676e+36,   -1.224578074359156e+36,    1.072708451794676e+36,    7.611729331313547e+44,    6.469916190200208e+35,   -1.224578074359156e+36,    6.469916190200208e+35,    7.287391268010528e+44
0.770,    7.603036871332892e+44,    1.044823275546694e+36,   -1.184069717638413e+36,    1.044823275546694e+36,    7.603037034751539e+44,    5.998280607179848e+35,   -1.184069717638413e+36,    5.998280607179848e+35,    7.276951129924985e+44
0.780,    7.594053521943111e+44,    9.863940123644956e+35,   -1.182489429629182e+36,    9.863940123644956e+35,    7.594053687568085e+44,    6.125743450924524e+35,   -1.182489429629182e+36,    6.125743450924524e+35,    7.266825734835653e+44
0.790,    7.584837994831446e+44,    1.030785989138739e+36,   -1.190501745666074e+36,    1.030785989138739e+36,    7.584838159052894e+44,    5.580649815619113e+35,   -1.190501745666074e+36,    5.580649815619113e+35,    7.257105256314391e+44
0.800,    7.575291951391915e+44,    1.028747431962999e+36,   -1.169027296085118e+36,    1.028747431962999e+36,    7.575292115690504e+44,    6.539281584464849e+35,   -1.169027296085118e+36,    6.539281584464849e+35,    7.247710751326559e+44
0.810,    7.565420203691162e+44,    9.959261340063277e+35,   -1.157039587539472e+36,    9.959261340063277e+35,    7.565420368983492e+44,    6.083441331667276e+35,   -1.157039587539472e+36,    6.083441331667276e+35,    7.238634591750297e+44
0.820,    7.555249626646488e+44,    1.013155815370864e+36,   -1.107758512760149e+36,    1.013155815370864e+36,    7.555249791991661e+44,    5.494830334045917e+35,   -1.107758512760149e+36,    5.494830334045917e+35,    7.229870851065475e+44
0.830,    7.544817996159779e+44,    1.005012446846030e+36,   -1.094812396324045e+36,    1.005012446846030e+36,    7.544818161366367e+44,    5.214114352697290e+35,   -1.094812396324045e+36,    5.214114352697290e+35,    7.221415655747176e+44
0.840,    7.534127620187362e+44,    1.002706902516877e+36,   -1.035577894419527e+36,    1.002706902516877e+36,    7.534127786089190e+44,    5.595260444503600e+35,   -1.035577894419527e+36,    5.595260444503600e+35,    7.213235646844000e+44
0.850,    7.523208050249013e+44,    9.807932561879475e+35,   -1.096563195047718e+36,    9.807932561879475e+35,    7.523208215927862e+44,    5.463548575078400e+35,   -1.096563195047718e+36,    5.463548575078400e+35,    7.205321171576506e+44
0.860,    7.512097228718197e+44,    9.149704833179886e+35,   -1.039948465671002e+36,    9.149704833179886e+35,    7.512097394877243e+44,    5.411625505219016e+35,   -1.039948465671002e+36,    5.411625505219016e+35,    7.197667055104633e+44
0.870,    7.500705824631849e+44,    9.377563636439839e+35,   -1.018454802340002e+36,    9.377563636439839e+35,    7.500705991567922e+44,    5.165368687247614e+35,   -1.018454802340002e+36,    5.165368687247614e+35,    7.190183324658906e+44
0.880,    7.489144359161932e+44,    8.597519153319520e+35,   -1.031646418950361e+36,    8.597519153319520e+35,    7.489144526740702e+44,    6.048056575404614e+35,   -1.031646418950361e+36,    6.048056575404614e+35,    7.182915816596873e+44
0.890,    7.477358076951347e+44,    8.836188753424701e+35,   -1.032737437318820e+36,    8.836188753424701e+35,    7.477358244698603e+44,    5.598642309663787e+35,   -1.032737437318820e+36,    5.598642309663787e+35,    7.175803094315135e+44
0.900,    7.465296592793834e+44,    8.985700715591082e+35,   -9.768611752915170e+35,    8.985700715591082e+35,    7.465296760557890e+44,    5.483258127546003e+35,   -9.768611752915170e+35,    5.483258127546003e+35,    7.168780925033555e+44
0.910,    7.452993400319118e+44,    8.718168068592386e+35,   -1.001129468848411e+36,    8.718168068592386e+35,    7.452993569367323e+44,    5.916007753330626e+35,   -1.001129468848411e+36,    5.916007753330626e+35,    7.161831123039079e+44
0.920,    7.440383940419856e+44,    8.988039874226657e+35,   -9.827832221890216e+35,    8.988039874226657e+35,    7.440384109161861e+44,    5.326254828277194e+35,   -9.827832221890216e+35,    5.326254828277194e+35,    7.154882423949957e+44
0.930,    7.427439989636675e+44,    8.437143078400459e+35,   -9.790282352370845e+35,    8.437143078400459e+35,    7.427440159352583e+44,    5.862306800320526e+35,   -9.790282352370845e+35,    5.862306800320526e+35,    7.147856448138317e+44
0.940,    7.414070637248252e+44,    8.481297349197583e+35,   -1.006050837972460e+36,    8.481297349197583e+35,    7.414070806646075e+44,    6.253700895787999e+35,   -1.006050837972460e+36,    6.253700895787999e+35,    7.140614971501829e+44
0.950,    7.400194237296944e+44,    8.694388953505402e+35,   -9.910309901036336e+35,    8.694388953505402e+35,    7.400194407685715e+44,    5.087625184976500e+35,   -9.910309901036336e+35,    5.087625184976500e+35,    7.132994137316050e+44
0.960,    7.385634136266052e+44,    8.096948485525066e+35,   -9.434229196584622e+35,    8.096948485525066e+35,    7.385634305963645e+44,    5.622985613827052e+35,   -9.434229196584622e+35,    5.622985613827052e+35,    7.124736979870191e+44
0.970,    7.370337606771525e+44,    8.921852688228788e+35,   -1.000793858785164e+36,    8.921852688228788e+35,    7.370337776102231e+44,    6.195046459539374e+35,   -1.000793858785164e+36,    6.195046459539374e+35,    7.115616721019231e+44
0.980,    7.353968907620938e+44,    9.015697294600909e+35,   -9.883019118252756e+35,    9.015697294600909e+35,    7.353969075772032e+44,    6.460058536234400e+35,   -9.883019118252756e+35,    6.460058536234400e+35,    7.105208423686258e+44
0.990,    7.336468910057335e+44,    9.257190859994220e+35,   -1.018455056689129e+36,    9.257190859994220e+35,    7.336469077396585e+44,    7.011249035146892e+35,   -1.018455056689129e+36,    7.011249035146892e+35,    7.093251553303387e+44
1.000,    7.317681554132620e+44,    9.473815434165372e+35,   -9.834731341488122e+35,    9.473815434165372e+35,    7.317681719296158e+44,    6.448056525763614e+35,   -9.834731341488122e+35,    6.448056525763614e+35,    7.079465359567480e+44
1.010,    7.297511208356684e+44,    9.240657700432450e+35,   -1.036976984480051e+36,    9.240657700432450e+35,    7.297511372040932e+44,    6.716301479851047e+35,   -1.036976984480051e+36,    6.716301479851047e+35,    7.063681253340105e+44
1.020,    7.276085190454552e+44,    9.442356336756750e+35,   -1.068183541250133e+36,    9.442356336756750e+35,    7.276085352277119e+44,    7.782270380109411e+35,   -1.068183541250133e+36,    7.782270380109411e+35,    7.046016038844135e+44
1.030,    7.253650302977244e+44,    9.766619237598522e+35,   -1.099333613023652e+36,    9.766619237598522e+35,    7.253650463063552e+44,    8.226733878944230e+35,   -1.099333613023652e+36,    8.226733878944230e+35,    7.026771574550265e+44
1.040,    7.230339072524992e+44,    9.759428269068177e+35,   -1.086057004122624e+36,    9.759428269068177e+35,    7.230339231217674e+44,    8.224148727060275e+35,   -1.086057004122624e+36,    8.224148727060275e+35,    7.006190358032503e+44
1.050,    7.206566339666281e+44,    9.725909731424658e+35,   -1.119035857470198e+36,    9.725909731424658e+35,    7.206566498156472e+44,    7.705725324094566e+35,   -1.119035857470198e+36,    7.705725324094566e+35,    6.984777881442573e+44
1.060,    7.182392705609438e+44,    9.870427977355086e+35,   -1.068285348584936e+36,    9.870427977355086e+35,    7.182392862887386e+44,    7.827583666512354e+35,   -1.068285348584936e+36,    7.827583666512354e+35,    6.962709611086667e+44
1.070,    7.158122542599152e+44,    8.962309453648145e+35,   -1.021616746590980e+36,    8.962309453648145e+35,    7.158122700575576e+44,    8.129901946883730e+35,   -1.021616746590980e+36,    8.129901946883730e+35,    6.940353371453651e+44
1.080,    7.133853179803010e+44,    9.136885467129571e+35,   -1.027809953720317e+36,    9.136885467129571e+35,    7.133853337234560e+44,    7.762306213322171e+35,   -1.027809953720317e+36,    7.762306213322171e+35,    6.917863552517222e+44
1.090,    7.109640041903228e+44,    9.552301715019584e+35,   -1.034981668523939e+36,    9.552301715019584e+35,    7.109640199366375e+44,    7.907589301534188e+35,   -1.034981668523939e+36,    7.907589301534188e+35,    6.895345741416420e+44
1.100,    7.085592931523547e+44,    9.009997368370449e+35,   -9.491071319770474e+35,    9.009997368370449e+35,    7.085593089197427e+44,    7.517205766639790e+35,   -9.491071319770474e+35,    7.517205766639790e+35,    6.872923008505030e+44
1.110,    7.061755745731901e+44,    8.867577510423260e+35,   -9.774714930267278e+35,    8.867577510423260e+35,    7.061755903240363e+44,    7.160766465917743e+35,   -9.774714930267278e+35,    7.160766465917743e+35,    6.850649884879108e+44
1.120,    7.038161251979717e+44,    8.315810979984618e+35,   -1.016510111217898e+36,    8.315810979984618e+35,    7.038161408942636e+44,    7.766416946734241e+35,   -1.016510111217898e+36,    7.766416946734241e+35,    6.828571676789624e+44
1.130,    7.014897240917557e+44,    8.160093582958389e+35,   -9.348804143684687e+35,    8.160093582958389e+35,    7.014897397518850e+44,    7.365033868417160e+35,   -9.348804143684687e+35,    7.365033868417160e+35,    6.806777028609754e+44
1.140,    6.991948921894093e+44,    8.497076082012834e+35,   -9.564309920022198e+35,    8.497076082012834e+35,    6.991949079098028e+44,    7.512355518866842e+35,   -9.564309920022198e+35,    7.512355518866842e+35,    6.785257906576157e+44
1.150,    6.969353314582613e+44,    8.017415110872163e+35,   -9.118799630649500e+35,    8.017415110872163e+35,    6.969353471148541e+44,    7.128647472640862e+35,   -9.118799630649500e+35,    7.128647472640862e+35,    6.764054281371387e+44
1.160,    6.947148684554903e+44,    7.925652142595054e+35,   -8.954526800758133e+35,    7.925652142595054e+35,    6.947148840678413e+44,    7.015141763760968e+35,   -8.954526800758133e+35,    7.015141763760968e+35,    6.743206589726512e+44
1.170,    6.925326636252864e+44,    7.634953966563697e+35,   -8.953720716728188e+35,    7.634953966563697e+35,    6.925326792812153e+44,    7.212150929327062e+35,   -8.953720716728188e+35,    7.212150929327062e+35,    6.722710571660833e+44
1.180,    6.903930003508942e+44,    7.152337972936033e+35,   -9.178067958318520e+35,    7.152337972936033e+35,    6.903930159480767e+44,    7.269472029515209e+35,   -9.178067958318520e+35,    7.269472029515209e+35,    6.702609178785962e+44
1.190,    6.882955614560774e+44,    7.535764691372364e+35,   -8.825875418499196e+35,    7.535764691372364e+35,    6.882955770662864e+44,    7.168220689976547e+35,   -8.825875418499196e+35,    7.168220689976547e+35,    6.682901381047927e+44
1.200,    6.862402887607912e+44,    7.247638211894393e+35,   -8.853387288194842e+35,    7.247638211894393e+35,    6.862403043558134e+44,    7.457600304242541e+35,   -8.853387288194842e+35,    7.457600304242541e+35,    6.663588063432138e+44
1.210,    6.842227317299343e+44,    7.090477708634221e+35,   -8.343971672462751e+35,    7.090477708634221e+35,    6.842227472941743e+44,    6.879569565426476e+35,   -8.343971672462751e+35,    6.879569565426476e+35,    6.644628351801698e+44
1.220,    6.822524967037998e+44,    6.450760802234367e+35,   -8.126085066221971e+35,    6.450760802234367e+35,    6.822525122675643e+44,    6.300516281763797e+35,   -8.126085066221971e+35,    6.300516281763797e+35,    6.626113185310835e+44
1.230,    6.803298494399582e+44,    6.608278637381310e+35,   -7.750979326454279e+35,    6.608278637381310e+35,    6.803298649978566e+44,    6.580122683382289e+35,   -7.750979326454279e+35,    6.580122683382289e+35,    6.608045548900789e+44
1.240,    6.784462534064544e+44,    6.703798159396416e+35,   -7.471770672987514e+35,    6.703798159396416e+35,    6.784462689428243e+44,    6.722397020802252e+35,   -7.471770672987514e+35,    6.722397020802252e+35,    6.590345606444769e+44
1.250,    6.766068105393828e+44,    6.454272265545128e+35,   -7.477511777785494e+35,    6.454272265545128e+35,    6.766068260688942e+44,    6.925980412328524e+35,   -7.477511777785494e+35,    6.925980412328524e+35,    6.573061437690082e+44
1.260,    6.748163783334796e+44,    6.218743198788272e+35,   -7.528502618593497e+35,    6.218743198788272e+35,    6.748163938660346e+44,    6.806815413313915e+35,   -7.528502618593497e+35,    6.806815413313915e+35,    6.556238778639128e+44
1.270,    6.730668205743083e+44,    5.982580411867212e+35,   -7.480078248810773e+35,    5.982580411867212e+35,    6.730668361651038e+44,    6.683380570028776e+35,   -7.480078248810773e+35,    6.683380570028776e+35,    6.539801060908273e+44
1.280,    6.713629930507779e+44,    6.226448121899700e+35,   -7.451787867289484e+35,    6.226448121899700e+35,    6.713630084872914e+44,    6.207610856717842e+35,   -7.451787867289484e+35,    6.207610856717842e+35,    6.523793825052025e+44
1.290,    6.697053119557550e+44,    6.130431273914618e+35,   -6.887095267060491e+35,    6.130431273914618e+35,    6.697053273081092e+44,    6.243343250107290e+35,   -6.887095267060491e+35,    6.243343250107290e+35,    6.508220628629818e+44
1.300,    6.680901097496170e+44,    5.817448366942742e+35,   -7.191263920137122e+35,    5.817448366942742e+35,    6.680901251523240e+44,    7.168068028744747e+35,   -7.191263920137122e+35,    7.168068028744747e+35,    6.493046549696584e+44
1.310,    6.665217958964209e+44,    5.527885236965501e+35,   -7.030738668027763e+35,    5.527885236965501e+35,    6.665218113356398e+44,    6.226950357253561e+35,   -7.030738668027763e+35,    6.226950357253561e+35,    6.478312414413019e+44
1.320,    6.649928203828921e+44,    5.297120726348264e+35,   -6.839137846836020e+35,    5.297120726348264e+35,    6.649928357569323e+44,    6.342788251312986e+35,   -6.839137846836020e+35,    6.342788251312986e+35,    6.463946453947725e+44
1.330,    6.635112598772856e+44,    5.453900721000133e+35,   -6.660356933553312e+35,    5.453900721000133e+35,    6.635112753568541e+44,    6.596989223349635e+35,   -6.660356933553312e+35,    6.596989223349635e+35,    6.450023712515606e+44
1.340,    6.620733873182578e+44,    5.070013414588426e+35,   -6.863620817866638e+35,    5.070013414588426e+35,    6.620734026644347e+44,    6.001931632347446e+35,   -6.863620817866638e+35,    6.001931632347446e+35,    6.436508267666749e+44
1.350,    6.606757190158192e+44,    4.921398791604690e+35,   -6.453850435114806e+35,    4.921398791604690e+35,    6.606757343792353e+44,    6.286654745321223e+35,   -6.453850435114806e+35,    6.286654745321223e+35,    6.423366341089230e+44
1.360,    6.593222028456336e+44,    5.360061289564742e+35,   -5.970245011289510e+35,    5.360061289564742e+35,    6.593222182326824e+44,    6.241671013185403e+35,   -5.970245011289510e+35,    6.241671013185403e+35,    6.410633962821145e+44
1.370,    6.580096447081144e+44,    4.853925508667821e+35,   -6.339222848789368e+35,    4.853925508667821e+35,    6.580096600278854e+44,    6.058479210324126e+35,   -6.339222848789368e+35,    6.058479210324126e+35,    6.398279899611661e+44
